length,num_dots,num_digits,num_special,domain_length,has_subdomain,path_length,num_directories,url,is_blocked
30,2,0,4,13,True,9,1,https://czzpw.mit.edu/lunsimgp,0
30,2,0,4,13,True,9,1,https://qxgsm.mit.edu/ypzqelzx,0
30,2,0,4,13,True,9,1,https://opvaj.mit.edu/wxtvefyb,0
30,2,0,4,13,True,9,1,https://iqiau.mit.edu/hclggilp,0
30,2,0,4,13,True,9,1,https://hfnsk.mit.edu/rqvjhdhy,0
30,2,0,4,13,True,9,1,https://rbahw.mit.edu/cvycijbm,0
30,2,0,4,13,True,9,1,https://ynoud.mit.edu/jchsrxtw,0
30,2,0,4,13,True,9,1,https://rubfg.mit.edu/mdcyqajb,0
30,2,0,4,13,True,9,1,https://uojfd.mit.edu/dukyeegx,0
24,2,0,3,16,True,0,0,https://www.stanford.edu,0
35,2,0,4,18,True,9,1,https://xfuwq.stanford.edu/zwfjpbli,0
35,2,0,4,18,True,9,1,https://gxuzz.stanford.edu/qaybzoqa,0
35,2,0,4,18,True,9,1,https://huuob.stanford.edu/rfvhkpjk,0
35,2,0,4,18,True,9,1,https://tkcow.stanford.edu/woiudizi,0
35,2,0,4,18,True,9,1,https://agsyq.stanford.edu/sjsoskkx,0
35,2,0,4,18,True,9,1,https://mstoi.stanford.edu/ywchuowy,0
35,2,0,4,18,True,9,1,https://aesqg.stanford.edu/ejwdabxz,0
35,2,0,4,18,True,9,1,https://szvgp.stanford.edu/rmyttfuc,0
35,2,0,4,18,True,9,1,https://azaui.stanford.edu/thogdqjn,0
35,2,0,4,18,True,9,1,https://ztjdn.stanford.edu/ucanyvyl,0
35,2,0,4,18,True,9,1,https://svbfo.stanford.edu/kwuxafvl,0
35,2,0,4,18,True,9,1,https://vhkde.stanford.edu/ogpiuncn,0
35,2,0,4,18,True,9,1,https://aeiiw.stanford.edu/qghekkvg,0
35,2,0,4,18,True,9,1,https://nmmfi.stanford.edu/ihiqlvvu,0
35,2,0,4,18,True,9,1,https://qegnv.stanford.edu/mxygsplh,0
35,2,0,4,18,True,9,1,https://cgugl.stanford.edu/ornmiehs,0
35,2,0,4,18,True,9,1,https://hqnwy.stanford.edu/alxmihku,0
35,2,0,4,18,True,9,1,https://uglns.stanford.edu/vtgbonpq,0
35,2,0,4,18,True,9,1,https://ptddj.stanford.edu/otlgzoos,0
35,2,0,4,18,True,9,1,https://mmopq.stanford.edu/phljhdfn,0
35,2,0,4,18,True,9,1,https://fwxtx.stanford.edu/nfruofkj,0
35,2,0,4,18,True,9,1,https://ctlca.stanford.edu/apjvnrmp,0
35,2,0,4,18,True,9,1,https://tkgfi.stanford.edu/dgydnwtq,0
35,2,0,4,18,True,9,1,https://zqryn.stanford.edu/amyumkkk,0
35,2,0,4,18,True,9,1,https://uozsp.stanford.edu/epvrzdob,0
35,2,0,4,18,True,9,1,https://pxxuw.stanford.edu/jjcdfoiz,0
35,2,0,4,18,True,9,1,https://xsvwh.stanford.edu/eiecyuas,0
35,2,0,4,18,True,9,1,https://hyqgq.stanford.edu/qkvjzphj,0
35,2,0,4,18,True,9,1,https://gdhdp.stanford.edu/ipvbmiwj,0
35,2,0,4,18,True,9,1,https://asyah.stanford.edu/pyktdqno,0
35,2,0,4,18,True,9,1,https://fyfsw.stanford.edu/kjgrbebm,0
35,2,0,4,18,True,9,1,https://hnezu.stanford.edu/fxrilnjg,0
35,2,0,4,18,True,9,1,https://adgfb.stanford.edu/eskadsth,0
35,2,0,4,18,True,9,1,https://qppwo.stanford.edu/pxwockfh,0
35,2,0,4,18,True,9,1,https://dmktu.stanford.edu/tfromngj,0
35,2,0,4,18,True,9,1,https://ynmqm.stanford.edu/ycxsgmjy,0
35,2,0,4,18,True,9,1,https://upmtw.stanford.edu/poicvxzi,0
35,2,0,4,18,True,9,1,https://bvqbd.stanford.edu/hcamszlh,0
35,2,0,4,18,True,9,1,https://axium.stanford.edu/prxbqpnf,0
35,2,0,4,18,True,9,1,https://bibtc.stanford.edu/mgzvamjf,0
35,2,0,4,18,True,9,1,https://rinoy.stanford.edu/wxomtvhc,0
35,2,0,4,18,True,9,1,https://jdtyz.stanford.edu/ssvyiqwl,0
35,2,0,4,18,True,9,1,https://rxhpz.stanford.edu/hqcqojed,0
35,2,0,4,18,True,9,1,https://umtma.stanford.edu/pacvmsqv,0
35,2,0,4,18,True,9,1,https://bpyjj.stanford.edu/xjnaigrg,0
35,2,0,4,18,True,9,1,https://mcmqj.stanford.edu/ekhwwmla,0
35,2,0,4,18,True,9,1,https://qkfra.stanford.edu/gogfhsni,0
35,2,0,4,18,True,9,1,https://wuvwn.stanford.edu/liwovlci,0
35,2,0,4,18,True,9,1,https://bflnn.stanford.edu/dbzadfwn,0
35,2,0,4,18,True,9,1,https://kglpl.stanford.edu/ptoxgrtx,0
24,2,0,3,16,True,0,0,https://www.coursera.org,0
35,2,0,4,18,True,9,1,https://wdmsi.coursera.org/gasxlaud,0
35,2,0,4,18,True,9,1,https://ngexp.coursera.org/qbyqxxzf,0
35,2,0,4,18,True,9,1,https://nypij.coursera.org/vcdrohly,0
35,2,0,4,18,True,9,1,https://hgbuh.coursera.org/dpzasrba,0
35,2,0,4,18,True,9,1,https://ywqog.coursera.org/ndhmelyc,0
35,2,0,4,18,True,9,1,https://perxn.coursera.org/tzmkqfvv,0
35,2,0,4,18,True,9,1,https://rdrll.coursera.org/pjfkodtr,0
35,2,0,4,18,True,9,1,https://uujza.coursera.org/fjnqndms,0
35,2,0,4,18,True,9,1,https://iqmct.coursera.org/fauesaoz,0
35,2,0,4,18,True,9,1,https://twyma.coursera.org/nwtvprla,0
35,2,0,4,18,True,9,1,https://xdzgi.coursera.org/hvvvuoje,0
35,2,0,4,18,True,9,1,https://kqldv.coursera.org/zienwqlt,0
35,2,0,4,18,True,9,1,https://qickc.coursera.org/jzjfkwru,0
35,2,0,4,18,True,9,1,https://egcto.coursera.org/aelzapiy,0
35,2,0,4,18,True,9,1,https://egiuk.coursera.org/xbsbnxpq,0
35,2,0,4,18,True,9,1,https://dnoib.coursera.org/uquhxjgm,0
35,2,0,4,18,True,9,1,https://dqctp.coursera.org/rkabyjle,0
35,2,0,4,18,True,9,1,https://fcntf.coursera.org/bidqmfmi,0
35,2,0,4,18,True,9,1,https://pideu.coursera.org/balavqqd,0
35,2,0,4,18,True,9,1,https://nvlhi.coursera.org/bisoeuhw,0
35,2,0,4,18,True,9,1,https://qkiqw.coursera.org/yjmlvmcq,0
35,2,0,4,18,True,9,1,https://avbph.coursera.org/ikfxzcbj,0
35,2,0,4,18,True,9,1,https://mywnd.coursera.org/bzctzgne,0
35,2,0,4,18,True,9,1,https://bjvko.coursera.org/zippdxld,0
35,2,0,4,18,True,9,1,https://vzgni.coursera.org/ainhxlwm,0
35,2,0,4,18,True,9,1,https://bpcta.coursera.org/fegyfssp,0
35,2,0,4,18,True,9,1,https://wyyqo.coursera.org/rxnwkppc,0
35,2,0,4,18,True,9,1,https://sxwmt.coursera.org/wkutbpgo,0
35,2,0,4,18,True,9,1,https://unwhs.coursera.org/ivywfzvc,0
35,2,0,4,18,True,9,1,https://xykdj.coursera.org/mdyuzuxm,0
35,2,0,4,18,True,9,1,https://pamdq.coursera.org/xbccxrbk,0
35,2,0,4,18,True,9,1,https://ivbqn.coursera.org/fhhrofmt,0
35,2,0,4,18,True,9,1,https://clhqi.coursera.org/swrrmqqg,0
35,2,0,4,18,True,9,1,https://jinkx.coursera.org/ixyfusgs,0
35,2,0,4,18,True,9,1,https://uzjyr.coursera.org/sgkgbzzd,0
35,2,0,4,18,True,9,1,https://oouvk.coursera.org/jacdyaxl,0
35,2,0,4,18,True,9,1,https://tzfnc.coursera.org/hfjjjaih,0
35,2,0,4,18,True,9,1,https://fyuoy.coursera.org/cwtfkixr,0
35,2,0,4,18,True,9,1,https://vroha.coursera.org/xiamsghh,0
35,2,0,4,18,True,9,1,https://qjfnf.coursera.org/pooqucrj,0
35,2,0,4,18,True,9,1,https://khhev.coursera.org/mipknwrw,0
35,2,0,4,18,True,9,1,https://oasag.coursera.org/lltvhkgh,0
35,2,0,4,18,True,9,1,https://snofb.coursera.org/yijafzud,0
35,2,0,4,18,True,9,1,https://uljfa.coursera.org/uiazgyts,0
35,2,0,4,18,True,9,1,https://qbfvs.coursera.org/ihwygyya,0
35,2,0,4,18,True,9,1,https://gtyyn.coursera.org/gfmljeoq,0
35,2,0,4,18,True,9,1,https://dvohm.coursera.org/kfhiiirb,0
35,2,0,4,18,True,9,1,https://czwhp.coursera.org/bvwicvlw,0
35,2,0,4,18,True,9,1,https://hjxff.coursera.org/bkbaugva,0
35,2,0,4,18,True,9,1,https://qxnol.coursera.org/qzytuwnv,0
21,2,0,3,13,True,0,0,https://www.udemy.com,0
32,2,0,4,15,True,9,1,https://kwfpd.udemy.com/cyuyzsrz,0
32,2,0,4,15,True,9,1,https://qywqk.udemy.com/hnvfnwmi,0
32,2,0,4,15,True,9,1,https://kozwv.udemy.com/xjsogniw,0
32,2,0,4,15,True,9,1,https://coaig.udemy.com/deqeaisw,0
32,2,0,4,15,True,9,1,https://rwvwv.udemy.com/rtsdznvi,0
32,2,0,4,15,True,9,1,https://enxyy.udemy.com/twuybvii,0
32,2,0,4,15,True,9,1,https://vahsb.udemy.com/ppeaajrm,0
32,2,0,4,15,True,9,1,https://bxeoh.udemy.com/bkczkrqh,0
32,2,0,4,15,True,9,1,https://yzpkv.udemy.com/xdumljob,0
32,2,0,4,15,True,9,1,https://zhkpt.udemy.com/iompgeko,0
32,2,0,4,15,True,9,1,https://nnrvm.udemy.com/hfsycjuy,0
32,2,0,4,15,True,9,1,https://qmyur.udemy.com/ppeztzjq,0
32,2,0,4,15,True,9,1,https://filxj.udemy.com/hrhuqjsk,0
32,2,0,4,15,True,9,1,https://tbiwa.udemy.com/nsqcvpja,0
32,2,0,4,15,True,9,1,https://awlzg.udemy.com/hrbdqrka,0
32,2,0,4,15,True,9,1,https://gvcqo.udemy.com/aratdqxk,0
32,2,0,4,15,True,9,1,https://jiroa.udemy.com/hyqgvilp,0
32,2,0,4,15,True,9,1,https://pcbil.udemy.com/qevcmfir,0
32,2,0,4,15,True,9,1,https://lkeow.udemy.com/hvvqfvou,0
32,2,0,4,15,True,9,1,https://vdcoz.udemy.com/nshpfcfp,0
32,2,0,4,15,True,9,1,https://sydrz.udemy.com/dmctxiae,0
32,2,0,4,15,True,9,1,https://svoor.udemy.com/spegxkgg,0
32,2,0,4,15,True,9,1,https://bgsmc.udemy.com/fjzuboba,0
32,2,0,4,15,True,9,1,https://curmp.udemy.com/tbtmmrzx,0
32,2,0,4,15,True,9,1,https://vwtqk.udemy.com/bqnbciih,0
32,2,0,4,15,True,9,1,https://wyzcl.udemy.com/ldhwzhwi,0
32,2,0,4,15,True,9,1,https://ckqia.udemy.com/nwsumnrw,0
32,2,0,4,15,True,9,1,https://eztgb.udemy.com/hsurvxvg,0
32,2,0,4,15,True,9,1,https://rujrv.udemy.com/bajvmaaw,0
32,2,0,4,15,True,9,1,https://echen.udemy.com/exvarxqs,0
32,2,0,4,15,True,9,1,https://mffen.udemy.com/psytpfyw,0
32,2,0,4,15,True,9,1,https://byxwd.udemy.com/bxdutuue,0
32,2,0,4,15,True,9,1,https://sxlpf.udemy.com/szwbkiuh,0
32,2,0,4,15,True,9,1,https://wtqtx.udemy.com/pfbcsomd,0
32,2,0,4,15,True,9,1,https://lyxig.udemy.com/ftjguqyb,0
32,2,0,4,15,True,9,1,https://btbgr.udemy.com/tmxovlzs,0
32,2,0,4,15,True,9,1,https://tmtzt.udemy.com/gkthvqyv,0
32,2,0,4,15,True,9,1,https://tthun.udemy.com/yeuenlro,0
32,2,0,4,15,True,9,1,https://moxxx.udemy.com/bxynrxuz,0
32,2,0,4,15,True,9,1,https://mokqq.udemy.com/qddrwtxl,0
32,2,0,4,15,True,9,1,https://sdwhv.udemy.com/csrhantu,0
32,2,0,4,15,True,9,1,https://upgoq.udemy.com/vajfcenz,0
32,2,0,4,15,True,9,1,https://luhpf.udemy.com/ltfvybrv,0
32,2,0,4,15,True,9,1,https://mxfek.udemy.com/ocfsaouo,0
32,2,0,4,15,True,9,1,https://nycct.udemy.com/dsfmfgpt,0
32,2,0,4,15,True,9,1,https://tjloc.udemy.com/frvirwkz,0
32,2,0,4,15,True,9,1,https://qpbph.udemy.com/bbodmlva,0
32,2,0,4,15,True,9,1,https://xzxkx.udemy.com/gijhabac,0
32,2,0,4,15,True,9,1,https://rrshq.udemy.com/xpxiicgb,0
32,2,0,4,15,True,9,1,https://zrebo.udemy.com/wagzkvsp,0
20,2,0,3,12,True,0,0,https://www.news.com,0
31,2,0,4,14,True,9,1,https://xxkkb.news.com/avptwcfb,0
31,2,0,4,14,True,9,1,https://kxwjw.news.com/ahxrilgs,0
31,2,0,4,14,True,9,1,https://frwte.news.com/ridaegjk,0
31,2,0,4,14,True,9,1,https://taylw.news.com/sbciqcwr,0
31,2,0,4,14,True,9,1,https://ielll.news.com/gbtnbkwy,0
31,2,0,4,14,True,9,1,https://vuvhc.news.com/ikokvcnv,0
31,2,0,4,14,True,9,1,https://evyxr.news.com/aldtqoat,0
31,2,0,4,14,True,9,1,https://ctsdc.news.com/zlnzzgqe,0
31,2,0,4,14,True,9,1,https://dobyi.news.com/pitsjkcb,0
31,2,0,4,14,True,9,1,https://szujc.news.com/apbcxmfq,0
31,2,0,4,14,True,9,1,https://vlyec.news.com/ewbqnzgn,0
31,2,0,4,14,True,9,1,https://yaliz.news.com/vcoictdq,0
31,2,0,4,14,True,9,1,https://uvkwk.news.com/enmmaqql,0
31,2,0,4,14,True,9,1,https://ftevm.news.com/wlrctajk,0
31,2,0,4,14,True,9,1,https://pvjbj.news.com/fkhmlufi,0
31,2,0,4,14,True,9,1,https://quwip.news.com/pnkzqxgy,0
31,2,0,4,14,True,9,1,https://esdgf.news.com/lhpqnbfg,0
31,2,0,4,14,True,9,1,https://klegn.news.com/qqbxxbqj,0
31,2,0,4,14,True,9,1,https://nzrxk.news.com/egbpqoow,0
31,2,0,4,14,True,9,1,https://cpioz.news.com/koltesar,0
31,2,0,4,14,True,9,1,https://yikil.news.com/wncrlgdn,0
31,2,0,4,14,True,9,1,https://qipau.news.com/dgtjlyfb,0
31,2,0,4,14,True,9,1,https://kzdll.news.com/ewrzkhfv,0
31,2,0,4,14,True,9,1,https://vdmkz.news.com/odfbncvy,0
31,2,0,4,14,True,9,1,https://jmpmk.news.com/qagxafze,0
31,2,0,4,14,True,9,1,https://fbhop.news.com/vuzgdakd,0
31,2,0,4,14,True,9,1,https://sgiwu.news.com/qkrijsxq,0
31,2,0,4,14,True,9,1,https://qxjyg.news.com/zfulgvou,0
31,2,0,4,14,True,9,1,https://ztvxx.news.com/nwztkqyp,0
31,2,0,4,14,True,9,1,https://evhgd.news.com/grbmktid,0
31,2,0,4,14,True,9,1,https://ojqfl.news.com/uxewmufu,0
31,2,0,4,14,True,9,1,https://czgkv.news.com/mmeualol,0
31,2,0,4,14,True,9,1,https://fzukv.news.com/fjvozyja,0
31,2,0,4,14,True,9,1,https://yvsnx.news.com/rntadkuy,0
31,2,0,4,14,True,9,1,https://pcpoh.news.com/bjnhgahy,0
31,2,0,4,14,True,9,1,https://vpjnp.news.com/mzedtmgt,0
31,2,0,4,14,True,9,1,https://fyxpn.news.com/dfatskpi,0
31,2,0,4,14,True,9,1,https://lebtu.news.com/uiyhyzdm,0
31,2,0,4,14,True,9,1,https://hzzlj.news.com/eltyixtw,0
31,2,0,4,14,True,9,1,https://bfznu.news.com/bdmpouhq,0
31,2,0,4,14,True,9,1,https://vddle.news.com/jrpeyggi,0
31,2,0,4,14,True,9,1,https://hajae.news.com/cwrzmgvj,0
31,2,0,4,14,True,9,1,https://vtyxs.news.com/iqdejnfx,0
31,2,0,4,14,True,9,1,https://zmrcs.news.com/kvesegze,0
31,2,0,4,14,True,9,1,https://lerph.news.com/mdtmyxwg,0
31,2,0,4,14,True,9,1,https://npjrp.news.com/iefgkfwa,0
31,2,0,4,14,True,9,1,https://pxjth.news.com/dhlwsljc,0
31,2,0,4,14,True,9,1,https://hizhg.news.com/uecaojon,0
31,2,0,4,14,True,9,1,https://imaad.news.com/qmtoazoq,0
31,2,0,4,14,True,9,1,https://tmvdk.news.com/btzplctt,0
23,2,0,3,15,True,0,0,https://www.reuters.com,0
34,2,0,4,17,True,9,1,https://dikkg.reuters.com/yiyokysm,0
34,2,0,4,17,True,9,1,https://zktbj.reuters.com/ppekigmr,0
34,2,0,4,17,True,9,1,https://ufgcp.reuters.com/nlunjusc,0
34,2,0,4,17,True,9,1,https://ijklw.reuters.com/swxyxwyi,0
34,2,0,4,17,True,9,1,https://pwjdl.reuters.com/gashhwwr,0
34,2,0,4,17,True,9,1,https://aecow.reuters.com/pbvjyhzi,0
34,2,0,4,17,True,9,1,https://tkqyb.reuters.com/flrveixm,0
34,2,0,4,17,True,9,1,https://jwamd.reuters.com/sqlihabd,0
34,2,0,4,17,True,9,1,https://umnmu.reuters.com/hnghqltv,0
34,2,0,4,17,True,9,1,https://mervx.reuters.com/ttcvbczw,0
34,2,0,4,17,True,9,1,https://qvctj.reuters.com/tctfhudr,0
34,2,0,4,17,True,9,1,https://oymce.reuters.com/uvyfgpfx,0
34,2,0,4,17,True,9,1,https://kzpdf.reuters.com/lpjuytzv,0
34,2,0,4,17,True,9,1,https://acelg.reuters.com/pepajiwv,0
34,2,0,4,17,True,9,1,https://yecbl.reuters.com/occwxizt,0
34,2,0,4,17,True,9,1,https://sapgv.reuters.com/ubdpahov,0
34,2,0,4,17,True,9,1,https://rbkpg.reuters.com/esokykpr,0
34,2,0,4,17,True,9,1,https://ihiso.reuters.com/eulqoumt,0
34,2,0,4,17,True,9,1,https://qofih.reuters.com/oqiahvbo,0
34,2,0,4,17,True,9,1,https://biohq.reuters.com/wgyglkcz,0
34,2,0,4,17,True,9,1,https://jkjum.reuters.com/anxctxbn,0
34,2,0,4,17,True,9,1,https://ooavz.reuters.com/ojkgyvrs,0
34,2,0,4,17,True,9,1,https://olqul.reuters.com/tsvwvlgr,0
34,2,0,4,17,True,9,1,https://lgand.reuters.com/mlefbagw,0
34,2,0,4,17,True,9,1,https://axute.reuters.com/yglkghqq,0
34,2,0,4,17,True,9,1,https://nlmer.reuters.com/xocjzspu,0
34,2,0,4,17,True,9,1,https://uyefz.reuters.com/hgegmmji,0
34,2,0,4,17,True,9,1,https://rdqdv.reuters.com/nlwueqlp,0
34,2,0,4,17,True,9,1,https://xmxgf.reuters.com/lxrbpykr,0
34,2,0,4,17,True,9,1,https://zsewa.reuters.com/xgjdasaw,0
34,2,0,4,17,True,9,1,https://qrsla.reuters.com/rdmiglwc,0
34,2,0,4,17,True,9,1,https://ungqk.reuters.com/gqixqide,0
34,2,0,4,17,True,9,1,https://hdkfa.reuters.com/vtjwvxih,0
34,2,0,4,17,True,9,1,https://hfxld.reuters.com/keyizpnc,0
34,2,0,4,17,True,9,1,https://plztb.reuters.com/waodcpox,0
34,2,0,4,17,True,9,1,https://cvegs.reuters.com/swcgqopf,0
34,2,0,4,17,True,9,1,https://bpiqo.reuters.com/didnzltg,0
34,2,0,4,17,True,9,1,https://eubdj.reuters.com/emtdeulq,0
34,2,0,4,17,True,9,1,https://gdcbr.reuters.com/zohgosna,0
34,2,0,4,17,True,9,1,https://lfpxc.reuters.com/diqmilyq,0
34,2,0,4,17,True,9,1,https://keuxj.reuters.com/mipiytnw,0
34,2,0,4,17,True,9,1,https://udigp.reuters.com/pismqjgl,0
34,2,0,4,17,True,9,1,https://bmjeq.reuters.com/tecrempx,0
34,2,0,4,17,True,9,1,https://bvmrm.reuters.com/eimktnii,0
34,2,0,4,17,True,9,1,https://nlqiw.reuters.com/yqaqmxgm,0
34,2,0,4,17,True,9,1,https://aymee.reuters.com/nzllpaex,0
34,2,0,4,17,True,9,1,https://jsldd.reuters.com/lhtfndca,0
34,2,0,4,17,True,9,1,https://tndmc.reuters.com/rotanjcl,0
34,2,0,4,17,True,9,1,https://hieal.reuters.com/ogpyvtnd,0
34,2,0,4,17,True,9,1,https://czswv.reuters.com/dadoirzm,0
19,2,0,3,11,True,0,0,https://www.bbc.com,0
30,2,0,4,13,True,9,1,https://kouze.bbc.com/ermrlrgs,0
30,2,0,4,13,True,9,1,https://yqnvj.bbc.com/crpqotcn,0
30,2,0,4,13,True,9,1,https://bsmtg.bbc.com/vddyxfny,0
